1,2,3,4,5
0.114955,0.115513,0.114955,0.114955,0.090238
0.122768,0.123326,0.122768,0.122768,0.096371
0.127232,0.12779,0.127232,0.127232,0.099875
0.13058,0.131138,0.13058,0.13058,0.102503
0.13058,0.13058,0.129464,0.129464,0.101627
0.128906,0.128906,0.128348,0.128348,0.100751
0.126674,0.126674,0.126116,0.126116,0.098999
0.125,0.125,0.124442,0.124442,0.097685
0.126674,0.12779,0.126674,0.126674,0.099437
0.126674,0.12779,0.126674,0.126674,0.099437
0.126674,0.126674,0.126116,0.126116,0.098999
0.126116,0.126116,0.125558,0.125558,0.098561
0.122768,0.122768,0.12221,0.12221,0.095933
0.123884,0.124442,0.123884,0.123884,0.097247
0.125,0.125558,0.125,0.125,0.098123
0.122768,0.122768,0.12221,0.12221,0.095933
0.12221,0.123884,0.12221,0.12221,0.095933
0.12221,0.123326,0.121652,0.121652,0.095495
0.121094,0.121094,0.119978,0.119978,0.094181
0.122768,0.124442,0.122768,0.122768,0.096371
0.125,0.126116,0.125,0.125,0.098123
0.123326,0.123326,0.122768,0.122768,0.096371
0.126674,0.12779,0.126674,0.126674,0.099437
0.133929,0.134487,0.133929,0.133929,0.105132
0.140067,0.141183,0.140067,0.140067,0.10995
0.140067,0.140067,0.139509,0.139509,0.109512
0.147321,0.147879,0.147321,0.147321,0.115644
0.147321,0.147879,0.147321,0.147321,0.115644
0.147879,0.148438,0.147879,0.147879,0.116082
0.147879,0.148438,0.147879,0.147879,0.116082
0.141183,0.141183,0.140625,0.140625,0.110388
0.140625,0.141741,0.140625,0.140625,0.110388
0.143415,0.143973,0.143415,0.143415,0.112578
0.141741,0.141741,0.141183,0.141183,0.110826
0.136719,0.136719,0.136161,0.136161,0.106884
0.138951,0.139509,0.138951,0.138951,0.109074
0.140625,0.142299,0.140625,0.140625,0.110388
0.146763,0.147321,0.146763,0.146763,0.115206
0.145647,0.145647,0.145089,0.145089,0.113892
0.145089,0.145089,0.144531,0.144531,0.113454
0.142299,0.142299,0.141741,0.141741,0.111264
0.140067,0.140067,0.139509,0.139509,0.109512
0.139509,0.140067,0.138951,0.138951,0.109074
0.135603,0.135603,0.135045,0.135045,0.106008
0.13058,0.13058,0.130022,0.130022,0.102065
0.132254,0.133371,0.132254,0.132254,0.103817
0.130022,0.130022,0.128906,0.128906,0.101189
0.131696,0.132254,0.131696,0.131696,0.103379
0.131138,0.131138,0.130022,0.130022,0.102065
0.126674,0.126674,0.125558,0.125558,0.098561
0.116629,0.116629,0.116071,0.116071,0.091114
0.115513,0.115513,0.114955,0.114955,0.090238
0.114955,0.115513,0.114955,0.114955,0.090238
0.112165,0.112165,0.111049,0.111049,0.087171
0.112165,0.113281,0.112165,0.112165,0.088047
0.116629,0.117188,0.116629,0.116629,0.091552
0.108259,0.108259,0.107701,0.107701,0.084543
0.099888,0.099888,0.09933,0.09933,0.077972
0.101563,0.102121,0.101563,0.101563,0.079725
0.106027,0.107143,0.106027,0.106027,0.083229
0.108817,0.109375,0.108817,0.108817,0.085419
0.111607,0.112723,0.111607,0.111607,0.087609
0.115513,0.116071,0.115513,0.115513,0.090676
0.108259,0.108259,0.107701,0.107701,0.084543
0.107701,0.107701,0.107143,0.107143,0.084105
0.102121,0.102121,0.101004,0.101004,0.079286
0.103795,0.104353,0.103795,0.103795,0.081477
0.107143,0.107701,0.107143,0.107143,0.084105
0.111607,0.112165,0.111607,0.111607,0.087609
0.108259,0.108259,0.107701,0.107701,0.084543
0.106585,0.106585,0.106027,0.106027,0.083229
0.109933,0.111049,0.109933,0.109933,0.086295
0.111607,0.112165,0.111607,0.111607,0.087609
0.111607,0.111607,0.110491,0.110491,0.086733
0.112165,0.112723,0.112165,0.112165,0.088047
0.115513,0.116071,0.115513,0.115513,0.090676
0.113281,0.113281,0.112723,0.112723,0.088485
0.112723,0.113281,0.112723,0.112723,0.088485
0.112723,0.112723,0.112723,0.112723,0.088485
0.110491,0.110491,0.109375,0.109375,0.085857
0.107701,0.107701,0.107143,0.107143,0.084105
0.104353,0.104353,0.103795,0.103795,0.081477
0.103237,0.103237,0.102121,0.102121,0.080163
0.099888,0.099888,0.098772,0.098772,0.077534
0.097656,0.097656,0.09654,0.09654,0.075782
0.09654,0.09654,0.095424,0.095424,0.074906
0.09654,0.097098,0.09654,0.09654,0.075782
0.09096,0.09096,0.089844,0.089844,0.070526
0.084821,0.084821,0.084263,0.084263,0.066145
0.086496,0.087054,0.086496,0.086496,0.067898
0.085379,0.085379,0.084821,0.084821,0.066583
0.085379,0.085938,0.085379,0.085379,0.067021
0.089844,0.090402,0.089844,0.089844,0.070526
0.089844,0.090402,0.089844,0.089844,0.070526
0.095424,0.095982,0.095424,0.095424,0.074906
0.097098,0.097656,0.097098,0.097098,0.07622
0.093192,0.093192,0.092076,0.092076,0.072278
0.091518,0.091518,0.09096,0.09096,0.071402
0.088728,0.088728,0.08817,0.08817,0.069212
0.08817,0.088728,0.08817,0.08817,0.069212
0.088728,0.089286,0.088728,0.088728,0.06965
0.08817,0.08817,0.087612,0.087612,0.068774
0.085379,0.085379,0.084821,0.084821,0.066583
0.083147,0.083147,0.082589,0.082589,0.064831
0.081473,0.081473,0.080915,0.080915,0.063517
0.079241,0.079241,0.078683,0.078683,0.061765
0.079241,0.079799,0.079241,0.079241,0.062203
0.079799,0.080357,0.079799,0.079799,0.062641
0.075893,0.075893,0.075335,0.075335,0.059137
0.074777,0.074777,0.073661,0.073661,0.057823
0.073661,0.073661,0.073103,0.073103,0.057385
0.064732,0.064732,0.063616,0.063616,0.049937
0.064174,0.064732,0.064174,0.064174,0.050375
0.067522,0.06808,0.067522,0.067522,0.053004
0.06808,0.068638,0.06808,0.06808,0.053442
0.06808,0.068638,0.06808,0.06808,0.053442
0.073661,0.074219,0.073661,0.073661,0.057823
0.075893,0.077009,0.075893,0.075893,0.059575
0.075893,0.075893,0.075335,0.075335,0.059137
0.079799,0.080915,0.079799,0.079799,0.062641
0.082589,0.083147,0.082589,0.082589,0.064831
0.083147,0.084263,0.083147,0.083147,0.065269
0.085938,0.086496,0.085938,0.085938,0.06746
0.085938,0.087054,0.085938,0.085938,0.06746
0.081473,0.081473,0.080915,0.080915,0.063517
0.082589,0.083147,0.082589,0.082589,0.064831
0.082031,0.082031,0.081473,0.081473,0.063955
0.083147,0.083705,0.083147,0.083147,0.065269
0.087612,0.08817,0.087612,0.087612,0.068774
0.087612,0.08817,0.087612,0.087612,0.068774
0.087612,0.087612,0.087054,0.087054,0.068336
0.085379,0.085379,0.084821,0.084821,0.066583
0.084821,0.085379,0.084821,0.084821,0.066583
0.086496,0.087612,0.086496,0.086496,0.067898
0.089286,0.089844,0.089286,0.089286,0.070088
0.088728,0.088728,0.08817,0.08817,0.069212
0.089286,0.089844,0.089286,0.089286,0.070088
0.089286,0.089844,0.089286,0.089286,0.070088
0.088728,0.088728,0.08817,0.08817,0.069212
0.086496,0.086496,0.085938,0.085938,0.06746
0.080357,0.080357,0.079799,0.079799,0.062641
0.080357,0.080915,0.080357,0.080357,0.063079
0.081473,0.082031,0.081473,0.081473,0.063955
0.082031,0.082589,0.082031,0.082031,0.064393
0.084263,0.084821,0.084263,0.084263,0.066145
0.087054,0.087612,0.087054,0.087054,0.068336
0.081473,0.081473,0.080915,0.080915,0.063517
0.080357,0.080357,0.079799,0.079799,0.062641
0.081473,0.082031,0.081473,0.081473,0.063955
0.084263,0.084821,0.084263,0.084263,0.066145
0.084263,0.084821,0.084263,0.084263,0.066145
0.084821,0.085379,0.084821,0.084821,0.066583
0.082031,0.082031,0.080915,0.080915,0.063517
0.080915,0.080915,0.080357,0.080357,0.063079
0.082031,0.082589,0.082031,0.082031,0.064393
0.084263,0.084821,0.084263,0.084263,0.066145
0.083705,0.083705,0.083147,0.083147,0.065269
0.083147,0.083705,0.083147,0.083147,0.065269
0.083705,0.084263,0.083705,0.083705,0.065707
0.083147,0.083147,0.082589,0.082589,0.064831
0.084821,0.085379,0.084821,0.084821,0.066583
0.085379,0.085938,0.085379,0.085379,0.067021
0.084821,0.084821,0.083705,0.083705,0.065707
0.084263,0.084821,0.084263,0.084263,0.066145
0.084263,0.084821,0.084263,0.084263,0.066145
0.084263,0.084821,0.083705,0.083705,0.065707
0.082031,0.082031,0.080915,0.080915,0.063517
0.083147,0.083705,0.083147,0.083147,0.065269
0.087054,0.087612,0.087054,0.087054,0.068336
0.094308,0.094866,0.094308,0.094308,0.07403
0.102121,0.102679,0.102121,0.102121,0.080163
0.098214,0.098214,0.097656,0.097656,0.076658
0.09933,0.099888,0.09933,0.09933,0.077972
0.097656,0.097656,0.097098,0.097098,0.07622
0.097656,0.098214,0.097656,0.097656,0.076658
0.094308,0.094308,0.093192,0.093192,0.073154
0.094866,0.095982,0.094866,0.094866,0.074468
0.098772,0.09933,0.098772,0.098772,0.077534
0.098772,0.09933,0.098772,0.098772,0.077534
0.098772,0.098772,0.098214,0.098214,0.077096
0.094308,0.094308,0.093192,0.093192,0.073154
0.092634,0.092634,0.092076,0.092076,0.072278
0.085938,0.085938,0.084821,0.084821,0.066583
0.088728,0.089286,0.088728,0.088728,0.06965
0.083705,0.083705,0.083147,0.083147,0.065269
0.080915,0.080915,0.080357,0.080357,0.063079
0.080357,0.080357,0.079799,0.079799,0.062641
0.083705,0.084263,0.083705,0.083705,0.065707
0.089286,0.090402,0.089286,0.089286,0.070088
0.09096,0.092076,0.09096,0.09096,0.071402
0.089844,0.089844,0.088728,0.088728,0.06965
0.090402,0.09096,0.090402,0.090402,0.070964
0.092076,0.092634,0.092076,0.092076,0.072278
0.092634,0.093192,0.092634,0.092634,0.072716
0.090402,0.090402,0.089844,0.089844,0.070526
0.087612,0.087612,0.086496,0.086496,0.067898
0.087054,0.08817,0.087054,0.087054,0.068336
0.089844,0.090402,0.089844,0.089844,0.070526
0.09096,0.091518,0.09096,0.09096,0.071402
0.09096,0.09096,0.089844,0.089844,0.070526
0.090402,0.091518,0.090402,0.090402,0.070964
0.090402,0.09096,0.090402,0.090402,0.070964
0.088728,0.088728,0.08817,0.08817,0.069212
0.08817,0.088728,0.08817,0.08817,0.069212
0.083147,0.083147,0.082589,0.082589,0.064831
0.082589,0.083147,0.082589,0.082589,0.064831
0.083705,0.084263,0.083705,0.083705,0.065707
0.083147,0.083147,0.082589,0.082589,0.064831
0.083705,0.084263,0.083705,0.083705,0.065707
0.082589,0.082589,0.082031,0.082031,0.064393
0.083147,0.083705,0.083147,0.083147,0.065269
0.084263,0.084821,0.084263,0.084263,0.066145
0.084263,0.084263,0.083705,0.083705,0.065707
0.083147,0.083147,0.082589,0.082589,0.064831
0.082031,0.082031,0.081473,0.081473,0.063955
0.082031,0.082589,0.082031,0.082031,0.064393
0.082031,0.082031,0.081473,0.081473,0.063955
0.081473,0.082031,0.081473,0.081473,0.063955
0.082031,0.082589,0.082031,0.082031,0.064393
0.082031,0.082589,0.082031,0.082031,0.064393
0.082031,0.082589,0.082031,0.082031,0.064393
0.080915,0.080915,0.080357,0.080357,0.063079
0.074777,0.074777,0.074219,0.074219,0.058261
0.073661,0.073661,0.073103,0.073103,0.057385
0.073661,0.074219,0.073661,0.073661,0.057823
0.073103,0.073103,0.072545,0.072545,0.056946
0.072545,0.073661,0.072545,0.072545,0.056946
0.068638,0.068638,0.06808,0.06808,0.053442
0.06808,0.06808,0.067522,0.067522,0.053004
0.066964,0.066964,0.066406,0.066406,0.052127
0.063616,0.063616,0.063058,0.063058,0.049499
0.06808,0.068638,0.06808,0.06808,0.053442
0.074219,0.074777,0.074219,0.074219,0.058261
0.079799,0.080357,0.079799,0.079799,0.062641
0.079241,0.079241,0.078683,0.078683,0.061765
0.074777,0.074777,0.074219,0.074219,0.058261
0.074219,0.074219,0.073661,0.073661,0.057823
0.073103,0.073103,0.072545,0.072545,0.056946
0.074219,0.074777,0.074219,0.074219,0.058261
0.075335,0.075893,0.075335,0.075335,0.059137
0.075335,0.075893,0.075335,0.075335,0.059137
0.079241,0.079799,0.079241,0.079241,0.062203
0.079241,0.079799,0.079241,0.079241,0.062203
0.079241,0.079799,0.079241,0.079241,0.062203
0.079241,0.079241,0.078683,0.078683,0.061765
0.078125,0.078125,0.077567,0.077567,0.060889
0.078125,0.078683,0.078125,0.078125,0.061327
0.078125,0.078683,0.077567,0.077567,0.060889
0.071987,0.071987,0.071429,0.071429,0.05607
0.071987,0.072545,0.071987,0.071987,0.056508
0.073103,0.073661,0.073103,0.073103,0.057385
0.075335,0.075893,0.075335,0.075335,0.059137
0.074777,0.074777,0.073661,0.073661,0.057823
0.070871,0.070871,0.070313,0.070313,0.055194
0.070313,0.070313,0.069754,0.069754,0.054756
0.069196,0.069196,0.068638,0.068638,0.05388
0.068638,0.069196,0.068638,0.068638,0.05388
0.070313,0.070871,0.070313,0.070313,0.055194
0.068638,0.068638,0.06808,0.06808,0.053442
0.065848,0.065848,0.06529,0.06529,0.051251
0.06529,0.065848,0.06529,0.06529,0.051251
0.065848,0.066406,0.065848,0.065848,0.051689
0.06808,0.068638,0.06808,0.06808,0.053442
0.070313,0.070871,0.070313,0.070313,0.055194
0.070313,0.070313,0.069196,0.069196,0.054318
0.071429,0.071987,0.071429,0.071429,0.05607
0.072545,0.073103,0.072545,0.072545,0.056946
0.071987,0.071987,0.071429,0.071429,0.05607
0.069754,0.069754,0.069196,0.069196,0.054318
0.06808,0.06808,0.067522,0.067522,0.053004
0.06808,0.068638,0.06808,0.06808,0.053442
0.066406,0.066406,0.06529,0.06529,0.051251
0.064732,0.064732,0.064174,0.064174,0.050375
0.063616,0.063616,0.063058,0.063058,0.049499
0.063058,0.063058,0.0625,0.0625,0.049061
0.063058,0.063616,0.063058,0.063058,0.049499
0.063616,0.064174,0.063616,0.063616,0.049937
0.064174,0.064732,0.064174,0.064174,0.050375
0.064174,0.064732,0.064174,0.064174,0.050375
0.064174,0.064174,0.063616,0.063616,0.049937
0.063058,0.063058,0.0625,0.0625,0.049061
0.0625,0.063058,0.0625,0.0625,0.049061
0.061942,0.061942,0.061384,0.061384,0.048185
0.0625,0.063058,0.0625,0.0625,0.049061
0.061384,0.061384,0.060268,0.060268,0.047309
0.059152,0.059152,0.058594,0.058594,0.045995
0.058594,0.059152,0.058594,0.058594,0.045995
0.058594,0.058594,0.058036,0.058036,0.045557
0.057478,0.057478,0.05692,0.05692,0.044681
0.057478,0.058036,0.057478,0.057478,0.045119
0.05971,0.060268,0.05971,0.05971,0.046871
0.05971,0.060268,0.05971,0.05971,0.046871
0.05971,0.060268,0.05971,0.05971,0.046871
0.05971,0.060268,0.05971,0.05971,0.046871
0.059152,0.059152,0.058594,0.058594,0.045995
0.058594,0.058594,0.057478,0.057478,0.045119
0.057478,0.058036,0.057478,0.057478,0.045119
0.05971,0.060826,0.05971,0.05971,0.046871
0.061384,0.0625,0.061384,0.061384,0.048185
0.061384,0.061942,0.061384,0.061384,0.048185
0.05971,0.05971,0.059152,0.059152,0.046433
0.059152,0.059152,0.058594,0.058594,0.045995
0.057478,0.057478,0.05692,0.05692,0.044681
0.05692,0.057478,0.05692,0.05692,0.044681
0.05692,0.05692,0.056362,0.056362,0.044243
0.054129,0.054129,0.053571,0.053571,0.042052
0.051897,0.051897,0.051339,0.051339,0.0403
0.051339,0.051897,0.051339,0.051339,0.0403
0.049665,0.049665,0.049107,0.049107,0.038548
0.050781,0.051339,0.050781,0.050781,0.039862
0.051897,0.052455,0.051897,0.051897,0.040738
0.055246,0.055804,0.055246,0.055246,0.043367
0.055804,0.05692,0.055804,0.055804,0.043805
0.05692,0.057478,0.05692,0.05692,0.044681
0.059152,0.05971,0.059152,0.059152,0.046433
0.05971,0.060268,0.05971,0.05971,0.046871
0.063616,0.064174,0.063616,0.063616,0.049937
0.063616,0.064174,0.063616,0.063616,0.049937
0.064174,0.064732,0.064174,0.064174,0.050375
0.063616,0.063616,0.063058,0.063058,0.049499
0.060826,0.060826,0.060268,0.060268,0.047309
0.060268,0.060826,0.060268,0.060268,0.047309
0.058036,0.058036,0.057478,0.057478,0.045119
0.05971,0.060268,0.05971,0.05971,0.046871
0.060268,0.060826,0.060268,0.060268,0.047309
0.061942,0.0625,0.061942,0.061942,0.048623
0.058594,0.058594,0.058036,0.058036,0.045557
0.058036,0.058036,0.057478,0.057478,0.045119
0.055804,0.055804,0.055246,0.055246,0.043367
0.055246,0.055246,0.054688,0.054688,0.042929
0.055246,0.055804,0.055246,0.055246,0.043367
0.058594,0.059152,0.058594,0.058594,0.045995
0.059152,0.05971,0.059152,0.059152,0.046433
0.059152,0.059152,0.058594,0.058594,0.045995
0.058594,0.059152,0.058594,0.058594,0.045995
0.05971,0.060268,0.05971,0.05971,0.046871
0.063616,0.064732,0.063616,0.063616,0.049937
0.063616,0.064174,0.063616,0.063616,0.049937
0.064174,0.064732,0.064174,0.064174,0.050375
0.065848,0.066406,0.065848,0.065848,0.051689
0.068638,0.069196,0.068638,0.068638,0.05388
0.071987,0.072545,0.071987,0.071987,0.056508
0.077009,0.077567,0.077009,0.077009,0.060451
0.079241,0.079799,0.079241,0.079241,0.062203
0.075893,0.075893,0.075335,0.075335,0.059137
0.076451,0.077009,0.076451,0.076451,0.060013
0.080357,0.080915,0.080357,0.080357,0.063079
0.078683,0.078683,0.078125,0.078125,0.061327
0.081473,0.082031,0.081473,0.081473,0.063955
0.082031,0.082589,0.082031,0.082031,0.064393
0.078125,0.078125,0.077567,0.077567,0.060889
0.080357,0.080915,0.080357,0.080357,0.063079
0.079241,0.079241,0.078683,0.078683,0.061765
0.080915,0.081473,0.080915,0.080915,0.063517
0.081473,0.082031,0.081473,0.081473,0.063955
0.084263,0.084821,0.084263,0.084263,0.066145
0.084263,0.084263,0.083705,0.083705,0.065707
0.082031,0.082031,0.080915,0.080915,0.063517
0.079799,0.079799,0.079241,0.079241,0.062203
0.079799,0.080357,0.079799,0.079799,0.062641
0.081473,0.082031,0.081473,0.081473,0.063955
0.083705,0.084263,0.083705,0.083705,0.065707
0.083705,0.084263,0.083705,0.083705,0.065707
0.081473,0.081473,0.080915,0.080915,0.063517
0.080915,0.082031,0.080915,0.080915,0.063517
0.082031,0.083147,0.082031,0.082031,0.064393
0.082031,0.082589,0.082031,0.082031,0.064393
0.082031,0.082031,0.081473,0.081473,0.063955
0.082589,0.083705,0.082589,0.082589,0.064831
0.082589,0.084263,0.080357,0.083705,0.065707
0.083705,0.085938,0.083705,0.084263,0.066145
0.084263,0.090402,0.084263,0.090402,0.070964
0.09096,0.098214,0.09096,0.097656,0.076658
0.097656,0.105469,0.097098,0.104911,0.082353
0.104911,0.110491,0.104911,0.107143,0.084105
0.107143,0.108817,0.102679,0.103795,0.081477
0.103795,0.108259,0.102679,0.104911,0.082353
0.104911,0.106585,0.103237,0.105469,0.082791
0.104911,0.104911,0.101004,0.102679,0.080601
0.102679,0.105469,0.102679,0.104911,0.082353
0.104911,0.108259,0.104911,0.107143,0.084105
0.107143,0.114397,0.106585,0.113281,0.088923
0.113281,0.11942,0.111607,0.116071,0.091114
0.116071,0.11942,0.115513,0.115513,0.090676
0.115513,0.116071,0.108259,0.108817,0.085419
0.108817,0.109933,0.103795,0.109375,0.085857
0.109375,0.112723,0.109375,0.112165,0.088047
0.112165,0.113281,0.110491,0.112165,0.088047
0.112165,0.113281,0.110491,0.113281,0.088923
0.113281,0.120536,0.112165,0.11942,0.093742
0.120536,0.131696,0.120536,0.12779,0.100313
0.12779,0.137277,0.12779,0.137277,0.10776
0.137277,0.142299,0.136161,0.138393,0.108636
0.137277,0.137277,0.132254,0.134487,0.10557
0.134487,0.135603,0.128348,0.128906,0.101189
0.128906,0.134487,0.128348,0.133371,0.104694
0.133929,0.140625,0.133929,0.138393,0.108636
0.138393,0.147321,0.136161,0.147321,0.115644
0.147321,0.151786,0.144531,0.144531,0.113454
0.144531,0.146205,0.139509,0.141183,0.110826
0.141183,0.141741,0.133371,0.133929,0.105132
0.133929,0.140625,0.133929,0.140067,0.10995
0.140067,0.142299,0.139509,0.140067,0.10995
0.140067,0.141183,0.137277,0.137835,0.108198
0.137835,0.137835,0.125558,0.125558,0.098561
0.127232,0.132813,0.127232,0.128906,0.101189
0.128906,0.136161,0.128348,0.131696,0.103379
0.131696,0.133371,0.126674,0.129464,0.101627
0.129464,0.131138,0.125,0.128906,0.101189
0.128906,0.142857,0.128348,0.142299,0.111702
0.142299,0.15067,0.142299,0.145089,0.113892
0.145089,0.147321,0.142857,0.145089,0.113892
0.143415,0.143415,0.140067,0.141741,0.111264
0.141741,0.15067,0.140625,0.149554,0.117397
0.149554,0.154576,0.146205,0.151228,0.118711
0.151228,0.155692,0.147321,0.147879,0.116082
0.145647,0.145647,0.138393,0.140625,0.110388
0.138393,0.138393,0.128906,0.13058,0.102503
0.129464,0.129464,0.12779,0.12779,0.100313
0.12779,0.135603,0.125,0.126674,0.099437
0.126674,0.127232,0.123326,0.126116,0.098999
0.126116,0.13058,0.125,0.128348,0.100751
0.128348,0.135603,0.12779,0.134487,0.10557
0.134487,0.135045,0.132813,0.133929,0.105132
0.133929,0.135045,0.131696,0.135045,0.106008
0.135603,0.138951,0.135603,0.138951,0.109074
0.138951,0.142857,0.137835,0.142857,0.11214
0.142857,0.146763,0.141741,0.146205,0.114768
0.146205,0.15067,0.143415,0.145089,0.113892
0.145089,0.145647,0.138393,0.140067,0.10995
0.140067,0.141741,0.132254,0.133929,0.105132
0.133929,0.135603,0.133371,0.133371,0.104694
0.133371,0.135045,0.126116,0.127232,0.099875
0.127232,0.135045,0.125,0.134487,0.10557
0.134487,0.136161,0.132254,0.135045,0.106008
0.135045,0.135603,0.129464,0.130022,0.102065
0.130022,0.131696,0.122768,0.122768,0.096371
0.122768,0.129464,0.121652,0.128348,0.100751
0.128348,0.131696,0.128348,0.130022,0.102065
0.131696,0.140625,0.131696,0.137277,0.10776
0.137277,0.138393,0.135045,0.137277,0.10776
0.137835,0.147321,0.137835,0.147321,0.115644
0.147321,0.154576,0.146205,0.152344,0.119587
0.152344,0.155692,0.145089,0.148996,0.116959
0.148996,0.151786,0.148438,0.150112,0.117835
0.150112,0.166853,0.150112,0.166853,0.130976
0.166853,0.174107,0.165179,0.166853,0.130976
0.166853,0.166853,0.154576,0.157366,0.123529
0.157366,0.167411,0.15625,0.163504,0.128348
0.165179,0.171875,0.165179,0.170201,0.133605
0.170201,0.183036,0.169643,0.18192,0.142804
0.18192,0.1875,0.180804,0.183036,0.14368
0.183036,0.185826,0.179129,0.182478,0.143242
0.182478,0.186384,0.179688,0.186384,0.146308
0.186384,0.195313,0.183594,0.191406,0.15025
0.191406,0.199777,0.189732,0.199219,0.156383
0.199219,0.202567,0.195871,0.196429,0.154193
0.196429,0.199219,0.185268,0.188616,0.14806
0.188616,0.191406,0.18471,0.186942,0.146746
0.186942,0.189732,0.18192,0.188616,0.14806
0.188616,0.202009,0.188616,0.200893,0.157697
0.202567,0.210938,0.202567,0.207589,0.162953
0.207589,0.207589,0.201451,0.206473,0.162077
0.206473,0.208147,0.200335,0.202567,0.159011
0.202567,0.202567,0.197545,0.198661,0.155945
0.198661,0.198661,0.19029,0.196429,0.154193
0.196429,0.204799,0.194196,0.202567,0.159011
0.203683,0.21317,0.203683,0.207589,0.162953
0.207589,0.210379,0.205915,0.209263,0.164268
0.210938,0.21596,0.210938,0.214844,0.168649
0.214844,0.217076,0.207589,0.208705,0.16383
0.208705,0.209263,0.203125,0.203683,0.159887
